DIRECCION ACCIDENTE,CONDICION_VICTIMA,GRAVEDAD_ACCIDENTE,CLASE_ACCIDENTE,SEXO_VICTIMA,EDAD_VICTIMA,CANTIDAD_VICTIMA,FECHA,DIA_SEMANA,RANGO_EDAD
CALLE 17 CARRERA 26,Conductor,herido,Volcamiento,M,43,1,2023-12-03,Sunday,31-45
CALLE 72 CON CARRERA 53,Peaton,herido,Atropello,M,29,1,2023-12-04,Monday,18-30
AVENIDA CIRCUNVALAR CARRERA 37-25,Motociclista,herido,Choque,M,22,1,2023-12-04,Monday,18-30
CARRERA 16 CALLE 45E,Pasajero,herido,Choque,F,55,1,2023-12-04,Monday,46-60
CALLE 110 CON CARRERA 9G,Motociclista,herido,Atropello,M,21,1,2023-12-05,Tuesday,18-30
CALLE 110 CON CARRERA 9G,Peaton,herido,Atropello,M,60,1,2023-12-05,Tuesday,46-60
CALLE 110 CARRERA 43,Acompa̱ante,herido,Choque,F,44,1,2023-12-05,Tuesday,31-45
CALLE 110 CARRERA 43,Motociclista,herido,Choque,M,29,1,2023-12-05,Tuesday,18-30
CALLE 58 CARRERA 66,Motociclista,herido,Choque,M,23,1,2023-12-05,Tuesday,18-30
CALLE 86 CON CARRERA 64D,Motociclista,herido,Choque,M,28,1,2023-12-05,Tuesday,18-30
CALLE 93 CON CARRERA 43,Motociclista,herido,Choque,M,34,1,2023-12-05,Tuesday,31-45
CARRERA 66 CON CALLE 24,Motociclista,herido,Choque,M,40,1,2023-12-05,Tuesday,31-45
VIA 40 CON CALLE 75,Acompa̱ante,herido,Choque,F,20,1,2023-12-05,Tuesday,18-30
VIA 40 CON CALLE 75,Motociclista,herido,Choque,M,20,1,2023-12-05,Tuesday,18-30
CALLE 19 CARRERA 6A,Ciclista,herido,Choque,M,48,1,2023-12-06,Wednesday,46-60
CALLE 36B CON CARRERA 7C,Peaton,herido,Atropello,M,62,1,2023-12-07,Thursday,60+
CALLE 110 CARRERA 26,Pasajero,herido,Caida Ocupante,M,31,1,2023-12-07,Thursday,31-45
CALLE 19 CARRERA 5,Acompa̱ante,herido,Choque,F,23,1,2023-12-07,Thursday,18-30
CALLE 19 CARRERA 5,Motociclista,herido,Choque,M,32,1,2023-12-07,Thursday,31-45
CALLE 60 #43 - 53,Motociclista,herido,Choque,M,31,1,2023-12-07,Thursday,31-45
CALLE 64 C CON CARRERA 19,Motociclista,herido,Choque,M,28,1,2023-12-07,Thursday,18-30
CARRERA 35 CALLE 28,Motociclista,herido,Choque,M,23,1,2023-12-08,Friday,18-30
CARRERA 35 CALLE 28,Motociclista,herido,Choque,M,24,1,2023-12-08,Friday,18-30
VIA 40 #77B-20,Motociclista,muerto,Choque,M,30,1,2023-12-08,Friday,18-30
AVENIDA MURILLO CARRERA 7C,Acompa̱ante,herido,Atropello,F,35,1,2023-12-09,Saturday,31-45
AVENIDA MURILLO CARRERA 7C,Conductor,herido,Atropello,M,23,1,2023-12-09,Saturday,18-30
AVENIDA MURILLO CARRERA 7C,Peaton,herido,Atropello,M,30,1,2023-12-09,Saturday,18-30
CARRERA 44 CON CALLE 9,Pasajero,herido,Caida Ocupante,M,61,1,2023-12-09,Saturday,60+
CALLE 24 CARRERA 7,Acompa̱ante,herido,Choque,F,21,1,2023-12-09,Saturday,18-30
CALLE 24 CARRERA 7,Motociclista,herido,Choque,M,24,1,2023-12-09,Saturday,18-30
CALLE 72 CARRERA 61,Acompa̱ante,herido,Choque,F,38,1,2023-12-09,Saturday,31-45
CALLE 72 CARRERA 61,Motociclista,herido,Choque,M,24,1,2023-12-09,Saturday,18-30
CARRERA 24 CALLE 39,Motociclista,herido,Choque,M,21,1,2023-12-09,Saturday,18-30
CARRERA 39 CALLE 56,Pasajero,herido,Choque,M,16,1,2023-12-09,Saturday,<18
AVENIDA CIRCUNVALAR CARRERA 6 C,Conductor,herido,Choque,M,64,1,2023-12-10,Sunday,60+
AVENIDA CIRCUNVALAR CARRERA 6 C,Pasajero,herido,Choque,F,12,1,2023-12-10,Sunday,<18
AVENIDA CIRCUNVALAR CARRERA 6 C,Pasajero,herido,Choque,F,38,1,2023-12-10,Sunday,31-45
AVENIDA CIRCUNVALAR CARRERA 6 C,Pasajero,herido,Choque,M,8,1,2023-12-10,Sunday,<18
CALLE 42 CARRERA 1 SUR,Acompa̱ante,herido,Choque,F,29,1,2023-12-10,Sunday,18-30
CALLE 42 CARRERA 1 SUR,Motociclista,herido,Choque,M,29,1,2023-12-10,Sunday,18-30
CALLE 70 CARRERA 15,Peaton,herido,Atropello,M,32,1,2023-12-11,Monday,31-45
CARRERA 24 CALLE 64 -142,Conductor,herido,Choque,M,58,1,2023-12-11,Monday,46-60
CARRERA 40 CALLE 35,Motociclista,herido,Choque,M,41,1,2023-12-11,Monday,31-45
CARRERA 41 CALLE 66,Motociclista,herido,Choque,M,46,1,2023-12-11,Monday,46-60
CALLE 70 CARRERA 56,Acompa̱ante,herido,Choque,M,37,1,2023-12-12,Tuesday,31-45
CALLE 70 CARRERA 56,Motociclista,herido,Choque,M,28,1,2023-12-12,Tuesday,18-30
CALLE 91 CON CARRERA 5B,Acompa̱ante,herido,Choque,F,35,1,2023-12-12,Tuesday,31-45
CALLE 91 CON CARRERA 5B,Motociclista,herido,Choque,M,43,1,2023-12-12,Tuesday,31-45
CARRERA 15 CALLE 56,Motociclista,herido,Choque,M,62,1,2023-12-12,Tuesday,60+
CARRERA 57 CALLE 90,Acompa̱ante,herido,Volcamiento,M,48,1,2023-12-12,Tuesday,46-60
CARRERA 57 CALLE 90,Motociclista,herido,Volcamiento,M,42,1,2023-12-12,Tuesday,31-45
CALLE 110 CARRERA 21,Motociclista,herido,Atropello,M,41,1,2023-12-13,Wednesday,31-45
CALLE 110 CARRERA 21,Peaton,herido,Atropello,M,38,1,2023-12-13,Wednesday,31-45
CALLE 19 CARRERA 6B,Peaton,muerto,Atropello,M,26,1,2023-12-13,Wednesday,18-30
CALLE 30 CARRERA 4B - 8,Peaton,herido,Atropello,F,64,1,2023-12-13,Wednesday,60+
CALLE 60 CON CARRERA 12,Acompa̱ante,herido,Choque,F,44,1,2023-12-13,Wednesday,31-45
CALLE 76 CARRERA 74,Acompa̱ante,herido,Choque,M,32,1,2023-12-13,Wednesday,31-45
CALLE 76 CARRERA 74,Motociclista,herido,Choque,M,34,1,2023-12-13,Wednesday,31-45
CARRERA 4 CALLE 33E,Acompa̱ante,herido,Choque,F,52,1,2023-12-13,Wednesday,46-60
CARRERA 4 CALLE 33E,Motociclista,herido,Choque,M,23,1,2023-12-13,Wednesday,18-30
CARRERA 4 CALLE 33E,Motociclista,herido,Choque,M,63,1,2023-12-13,Wednesday,60+
CARRERA 4 CALLE 33E,Pasajero,herido,Choque,F,20,1,2023-12-13,Wednesday,18-30
CARRERA 46 CALLE 59,Conductor,herido,Choque,M,65,1,2023-12-13,Wednesday,60+
CARRERA 55 CALLE 49,Acompa̱ante,herido,Choque,F,5,1,2023-12-13,Wednesday,<18
CARRERA 55 CALLE 49,Acompa̱ante,herido,Choque,F,65,1,2023-12-13,Wednesday,60+
CARRERA 59B CALLE 81,Motociclista,herido,Choque,M,25,1,2023-12-13,Wednesday,18-30
CALLE 17 CARRERA 30,Acompa̱ante,herido,Choque,M,21,1,2023-12-14,Thursday,18-30
CALLE 17 CARRERA 30,Acompa̱ante,herido,Choque,M,38,1,2023-12-14,Thursday,31-45
CALLE 17 CARRERA 30,Motociclista,herido,Choque,M,29,1,2023-12-14,Thursday,18-30
CALLE 24 CARRERA 18,Motociclista,herido,Choque,M,26,1,2023-12-14,Thursday,18-30
CALLE 83 CON CARRERA 27,Motociclista,herido,Choque,M,69,1,2023-12-14,Thursday,60+
CARRERA 26C7 CALLE 75,Pasajero,herido,Choque,F,23,1,2023-12-15,Friday,18-30
CALLE 47 CARRERA 24,Acompa̱ante,herido,Choque,M,25,1,2023-12-16,Saturday,18-30
CALLE 53D CARRERA 21,Motociclista,herido,Choque,M,28,1,2023-12-16,Saturday,18-30
CALLE 85 CON CARRERA 43,Motociclista,herido,Choque,M,32,1,2023-12-16,Saturday,31-45
CALLE 85 CARRERA 42 H,Acompa̱ante,herido,Choque,F,38,1,2023-12-17,Sunday,31-45
CALLE 85 CARRERA 42 H,Conductor,herido,Choque,M,28,1,2023-12-17,Sunday,18-30
CALLE 85 CARRERA 42 H,Conductor,herido,Choque,M,45,1,2023-12-17,Sunday,31-45
CARRERA 38 CON CALLE 61,Acompa̱ante,herido,Choque,F,33,1,2023-12-17,Sunday,31-45
AVENIDA VIA 40 CALLE 66,Motociclista,herido,Choque,M,44,1,2023-12-18,Monday,31-45
CALLE 120 CON CARRERA 26,Acompa̱ante,herido,Choque,F,22,1,2023-12-18,Monday,18-30
CARRERA 46 CALLE 93,Motociclista,herido,Choque,M,23,1,2023-12-18,Monday,18-30
CARRERA 53 CALLE 80,Motociclista,herido,Choque,M,27,1,2023-12-18,Monday,18-30
CALLE 79 CON CARRERA 59 B,Pasajero,herido,Choque,F,32,1,2023-12-19,Tuesday,31-45
CARRERA 6B CALLE 37C,Acompa̱ante,herido,Choque,F,33,1,2023-12-19,Tuesday,31-45
CALLE 30 CON CARRERA 33 - 191,Motociclista,herido,Atropello,M,36,1,2023-12-20,Wednesday,31-45
CALLE 30 CON CARRERA 33 - 191,Peaton,herido,Atropello,M,44,1,2023-12-20,Wednesday,31-45
VIA 40 #86-431,Motociclista,herido,Atropello,M,24,1,2023-12-20,Wednesday,18-30
VIA 40 #86-431,Peaton,herido,Atropello,F,42,1,2023-12-20,Wednesday,31-45
AVENIDA CIRCUNVALAR CARRERA 65,Motociclista,herido,Choque,M,29,1,2023-12-20,Wednesday,18-30
AVENIDA CIRCUNVALAR CARRERA 65,Motociclista,herido,Choque,M,51,1,2023-12-20,Wednesday,46-60
CALLE 48 CARRERA 44,Ciclista,herido,Choque,M,19,1,2023-12-20,Wednesday,18-30
CALLE 80 CON CARRERA 41D,Acompa̱ante,herido,Choque,F,31,1,2023-12-20,Wednesday,31-45
CALLE 80 CON CARRERA 41D,Motociclista,herido,Choque,M,24,1,2023-12-20,Wednesday,18-30
CALLE 87 CON CARRERA 42H,Motociclista,herido,Choque,M,24,1,2023-12-20,Wednesday,18-30
CARRERA 14 CON CALLE 56C,Motociclista,herido,Choque,M,26,1,2023-12-20,Wednesday,18-30
VIA 40 CARRERA 85,Ciclista,herido,Choque,M,25,1,2023-12-20,Wednesday,18-30
CALLE 30 CARRERA 28,Peaton,herido,Atropello,M,34,1,2023-12-21,Thursday,31-45
CALLE 106 CON CARRERA 51B,Motociclista,herido,Choque,F,25,1,2023-12-21,Thursday,18-30
CARRERA 41 CALLE 51,Acompa̱ante,herido,Choque,F,16,1,2023-12-21,Thursday,<18
CARRERA 41 CALLE 51,Motociclista,herido,Choque,M,24,1,2023-12-21,Thursday,18-30
CARRERA 44 CON CALLE 76,Motociclista,herido,Choque,M,28,1,2023-12-21,Thursday,18-30
CARRERA 46 CON CALLE 79,Acompa̱ante,herido,Choque,F,35,1,2023-12-21,Thursday,31-45
CARRERA 46 CON CALLE 79,Conductor,herido,Choque,M,27,1,2023-12-21,Thursday,18-30
CARRERA 46 CON CALLE 79,Motociclista,herido,Choque,M,34,1,2023-12-21,Thursday,31-45
CARRERA 59B # 79-291,Motociclista,herido,Choque,M,32,1,2023-12-21,Thursday,31-45
DIAGONAL 140 CARRERA 38,Acompa̱ante,herido,Choque,M,18,1,2023-12-21,Thursday,18-30
DIAGONAL 140 CARRERA 38,Motociclista,herido,Choque,M,40,1,2023-12-21,Thursday,31-45
VIA 40 #71-197,Motociclista,herido,Choque,M,36,1,2023-12-21,Thursday,31-45
CARRERA 38 CALLE 51,Peaton,herido,Caida Ocupante,M,34,1,2023-12-22,Friday,31-45
CALLE 63 CARRERA 27,Motociclista,herido,Choque,M,24,1,2023-12-22,Friday,18-30
CALLE 84 CON CARRERA 64,Conductor,herido,Choque,M,25,1,2023-12-22,Friday,18-30
CALLE 84 CON CARRERA 64,Pasajero,herido,Choque,F,27,1,2023-12-22,Friday,18-30
CALLE 87 CARRERA 14,Motociclista,herido,Choque,M,25,1,2023-12-22,Friday,18-30
CARRERA 54 CALLE 58,Pasajero,muerto,Caida Ocupante,M,59,1,2023-12-23,Saturday,46-60
CALLE 44CARRERA 27,Motociclista,herido,Choque,M,32,1,2023-12-23,Saturday,31-45
CALLE 68 CARRERA 27,Acompa̱ante,herido,Choque,M,22,1,2023-12-23,Saturday,18-30
CALLE 68 CARRERA 27,Motociclista,herido,Choque,M,29,1,2023-12-23,Saturday,18-30
CALLE 75 CARRERA 47,Acompa̱ante,herido,Choque,F,32,1,2023-12-23,Saturday,31-45
CALLE 75 CARRERA 47,Acompa̱ante,herido,Choque,F,42,1,2023-12-23,Saturday,31-45
CALLE 75 CARRERA 47,Acompa̱ante,herido,Choque,F,76,1,2023-12-23,Saturday,60+
CALLE 75 CARRERA 47,Acompa̱ante,herido,Choque,M,64,1,2023-12-23,Saturday,60+
CALLE 75 CARRERA 47,Conductor,herido,Choque,M,34,1,2023-12-23,Saturday,31-45
CALLE 75 CARRERA 47,Conductor,herido,Choque,M,64,1,2023-12-23,Saturday,60+
CARRERA 21 CALLE 63,Motociclista,herido,Choque,M,38,1,2023-12-23,Saturday,31-45
CALLE 69E CON CARRERA 41,Peaton,herido,Atropello,F,53,1,2023-12-24,Sunday,46-60
CALLE 47 CARRERA 20B,Acompa̱ante,herido,Choque,F,31,1,2023-12-24,Sunday,31-45
CALLE 47 CARRERA 20B,Motociclista,herido,Choque,M,48,1,2023-12-24,Sunday,46-60
CARRERA 4 CALLE 38B,Motociclista,herido,Choque,M,25,1,2023-12-24,Sunday,18-30
CARRERA 8 CALLE 18,Pasajero,herido,Choque,F,8,1,2023-12-24,Sunday,<18
CARRERA 8 CALLE 18,Pasajero,herido,Choque,M,5,1,2023-12-24,Sunday,<18
CARRERA 8 CALLE 18,Pasajero,herido,Choque,M,13,1,2023-12-24,Sunday,<18
CARRERA 15 SUR CON CALLE 98,Peaton,herido,Atropello,M,38,1,2023-12-25,Monday,31-45
CALLE 110 CARRERA 14 SUR,Pasajero,herido,Caida Ocupante,F,38,1,2023-12-25,Monday,31-45
CARRERA 20 CON CALLE 112D,Acompa̱ante,herido,Choque,F,32,1,2023-12-25,Monday,31-45
CARRERA 20 CON CALLE 112D,Motociclista,herido,Choque,M,29,1,2023-12-25,Monday,18-30
CARRERA 20 CON CALLE 112D,Motociclista,herido,Choque,M,34,1,2023-12-25,Monday,31-45
AVENIDA CIRCUNVALAR CON CALLE 47,Conductor,herido,Atropello,M,25,1,2023-12-26,Tuesday,18-30
AVENIDA CIRCUNVALAR CON CALLE 47,Peaton,muerto,Atropello,M,63,1,2023-12-26,Tuesday,60+
CALLE 72 CARRERA 68,Conductor,herido,Choque,M,26,1,2023-12-26,Tuesday,18-30
CALLE 72 CARRERA 68,Pasajero,herido,Choque,F,25,1,2023-12-26,Tuesday,18-30
CALLE 72 CARRERA 68,Pasajero,herido,Choque,F,32,1,2023-12-26,Tuesday,31-45
CALLE 76 CARRERA 41 D,Motociclista,herido,Choque,M,24,1,2023-12-26,Tuesday,18-30
CALLE 76 CARRERA 41 D,Pasajero,herido,Choque,F,58,1,2023-12-26,Tuesday,46-60
CALLE 76 CARRERA 50,Acompa̱ante,herido,Choque,F,51,1,2023-12-26,Tuesday,46-60
CARRERA 38 #33-28,Acompa̱ante,herido,Choque,M,31,1,2023-12-26,Tuesday,31-45
CARRERA 38 #33-28,Motociclista,herido,Choque,M,31,1,2023-12-26,Tuesday,31-45
CARRERA 3B CALLE 43 A,Motociclista,herido,Choque,M,38,1,2023-12-26,Tuesday,31-45
CARRERA 46 CALLE 85,Acompa̱ante,herido,Choque,F,18,1,2023-12-26,Tuesday,18-30
CARRERA 46 CALLE 85,Motociclista,herido,Choque,M,29,1,2023-12-26,Tuesday,18-30
CARRERA 8 CALLE 45,Acompa̱ante,herido,Choque,F,38,1,2023-12-26,Tuesday,31-45
CARRERA 8 CALLE 45,Acompa̱ante,herido,Choque,M,1,1,2023-12-26,Tuesday,<18
AVENIDA VIA 40 CON CALLE 85,Conductor,herido,Choque,M,40,1,2023-12-27,Wednesday,31-45
CALLE 85 CON CARRERA 43B,Conductor,herido,Choque,M,58,1,2023-12-27,Wednesday,46-60
CALLE 85 CON CARRERA 43B,Pasajero,herido,Choque,F,34,1,2023-12-27,Wednesday,31-45
CALLE 85 CON CARRERA 43B,Pasajero,herido,Choque,M,33,1,2023-12-27,Wednesday,31-45
CALLE 85 CON CARRERA 43B,Pasajero,herido,Choque,M,64,1,2023-12-27,Wednesday,60+
CARRERA 38 CALLE 10,Acompa̱ante,herido,Choque,F,37,1,2023-12-27,Wednesday,31-45
CARRERA 44 CALLE 44,Motociclista,herido,Choque,M,28,1,2023-12-27,Wednesday,18-30
CRA 50 CON CALLE 60,Motociclista,herido,Choque,M,54,1,2023-12-27,Wednesday,46-60
CALLE 79 CON CARRERA 42F,Motociclista,herido,Choque,M,35,1,2023-12-28,Thursday,31-45
TRANSVERSAL 43 CON CALLE 100,Conductor,herido,Choque,M,29,1,2023-12-28,Thursday,18-30
AV CIRCUNVALAR CON CARRERA 43,Acompa̱ante,herido,Choque,F,38,1,2023-12-29,Friday,31-45
AV CIRCUNVALAR CON CARRERA 43,Motociclista,herido,Choque,M,39,1,2023-12-29,Friday,31-45
AVENIDA CIRCUNVALAR CRA 25,Motociclista,herido,Choque,M,50,1,2023-12-29,Friday,46-60
CALLE 45 #10E - 147,Motociclista,muerto,Choque,M,27,1,2023-12-29,Friday,18-30
CARRERA 15 SUR # 70 - 76,Motociclista,herido,Choque,M,24,1,2023-12-29,Friday,18-30
CARRERA 6D CALLE 18,Acompa̱ante,herido,Choque,F,20,1,2023-12-29,Friday,18-30
CARERRA 8 SUR # 51B-13,Motociclista,herido,Choque,M,44,1,2023-12-30,Saturday,31-45
CARRERA 46 CALLE 37,Acompa̱ante,herido,Choque,M,4,1,2023-12-30,Saturday,<18
CARRERA 46 CALLE 37,Acompa̱ante,muerto,Choque,M,44,1,2023-12-30,Saturday,31-45
CARRERA 46 CALLE 37,Motociclista,herido,Choque,M,13,1,2023-12-30,Saturday,<18
CARRERA 23 CALLE 36,Peaton,herido,Atropello,F,72,1,2024-01-01,Monday,60+
CALLE 24 CRA 17B,Acompa̱ante,herido,Choque,F,17,1,2024-01-01,Monday,<18
CALLE 24 CRA 17B,Motociclista,herido,Choque,M,18,1,2024-01-01,Monday,18-30
CALLE 47A CARRERA 7A,Ciclista,herido,Choque,M,24,1,2024-01-01,Monday,18-30
CALLE 47A CARRERA 7A,Motociclista,herido,Choque,M,27,1,2024-01-01,Monday,18-30
CARRERA 33 CALLE 53C,Acompa̱ante,herido,Choque,F,41,1,2024-01-01,Monday,31-45
CARRERA 33 CALLE 53C,Motociclista,herido,Choque,M,21,1,2024-01-01,Monday,18-30
CARRERA 41 CALLE 68,Motociclista,herido,Choque,M,21,1,2024-01-01,Monday,18-30
CARRERA 43 CON CALLE 72,Acompa̱ante,herido,Choque,F,24,1,2024-01-01,Monday,18-30
CALLE 45 # 17 - 18,Ciclista,herido,Choque,M,59,1,2024-01-02,Tuesday,46-60
CALLE 30 CARRERA 13C,Motociclista,herido,Choque,M,33,1,2024-01-03,Wednesday,31-45
CALLE 30 CARRERA 30,Motociclista,herido,Choque,M,22,1,2024-01-03,Wednesday,18-30
CALLE 76 CON CARRERA 49B,Motociclista,herido,Choque,M,36,1,2024-01-03,Wednesday,31-45
CALLE 19 CARRERA 1F,Motociclista,herido,Choque,M,20,1,2024-01-04,Thursday,18-30
CARRERA 4 CON CALLE 37C,Motociclista,herido,Choque,M,28,1,2024-01-04,Thursday,18-30
CARRERA 58 CALLE 66,Acompa̱ante,herido,Choque,M,34,1,2024-01-04,Thursday,31-45
CARRERA 53 CALLE 45,Peaton,herido,Atropello,F,32,1,2024-01-05,Friday,31-45
AVENIDA VIA 40 CARRERA 46,Motociclista,herido,Choque,M,27,1,2024-01-05,Friday,18-30
CALLE 37C CARRERA 4,Acompa̱ante,herido,Choque,M,25,1,2024-01-05,Friday,18-30
CALLE 45 CON AVENIDA CIRCUNVALAR,Acompa̱ante,herido,Choque,M,30,1,2024-01-05,Friday,18-30
CALLE 45 CON AVENIDA CIRCUNVALAR,Motociclista,herido,Choque,M,24,1,2024-01-05,Friday,18-30
CALLE 39 CRA 27,Conductor,herido,Choque,M,69,1,2024-01-06,Saturday,60+
CALLE 39 CRA 27,Pasajero,herido,Choque,F,74,1,2024-01-06,Saturday,60+
CALLE 82 CARRERA 57,Motociclista,herido,Choque,M,24,1,2024-01-06,Saturday,18-30
CARRERA 35 CON CALLE 38,Conductor,herido,Choque,M,53,1,2024-01-06,Saturday,46-60
CARRERA 4 CALLE 33E,Acompa̱ante,herido,Choque,F,26,1,2024-01-06,Saturday,18-30
CARRERA 4 CALLE 33E,Motociclista,herido,Choque,M,23,1,2024-01-06,Saturday,18-30
CARRERA 42F CALLE 85,Acompa̱ante,herido,Choque,F,20,1,2024-01-06,Saturday,18-30
CARRERA 42F CALLE 85,Motociclista,herido,Choque,M,28,1,2024-01-06,Saturday,18-30
CRA 41 CON CALLE 68,Acompa̱ante,herido,Choque,F,30,1,2024-01-06,Saturday,18-30
CRA 43 CALLE 116,Pasajero,herido,Choque,F,68,1,2024-01-06,Saturday,60+
CALLE 88 CRA 42B,Motociclista,herido,Choque,M,22,1,2024-01-07,Sunday,18-30
CALLE 93 CON CRA 49C,Conductor,herido,Choque,M,29,1,2024-01-07,Sunday,18-30
CARRERA 10 CON CALLE 27D,Motociclista,herido,Choque,M,27,1,2024-01-07,Sunday,18-30
CRA 42 CALLE 93,Acompa̱ante,herido,Choque,F,7,1,2024-01-07,Sunday,<18
CRA 42 CALLE 93,Conductor,herido,Choque,F,40,1,2024-01-07,Sunday,31-45
CARRERA 46 #65-25,Peaton,herido,Atropello,M,77,1,2024-01-08,Monday,60+
CARRERA 4 CALLE 37C,Acompa̱ante,herido,Choque,M,23,1,2024-01-08,Monday,18-30
CARRERA 4 CALLE 37C,Motociclista,herido,Choque,M,25,1,2024-01-08,Monday,18-30
CARRERA 6 CON CALLE 123 KL 115+700,Motociclista,herido,Choque,F,43,1,2024-01-08,Monday,31-45
CARRERA 6 CON CALLE 123 KL 115+700,Motociclista,herido,Choque,M,25,1,2024-01-08,Monday,18-30
CRA 13C CALLE 30,Motociclista,herido,Choque,M,22,1,2024-01-08,Monday,18-30
CALLE 30 CON CRA 13C,Motociclista,herido,Choque,M,34,1,2024-01-09,Tuesday,31-45
CALLE 68 B CON CARRERA 25 B,Acompa̱ante,herido,Choque,M,72,1,2024-01-09,Tuesday,60+
CALLE 68 B CON CARRERA 25 B,Motociclista,herido,Choque,M,37,1,2024-01-09,Tuesday,31-45
CARRERA 27 CALLE 83,Acompa̱ante,herido,Choque,F,21,1,2024-01-09,Tuesday,18-30
CARRERA 27 CALLE 83,Motociclista,herido,Choque,M,21,1,2024-01-09,Tuesday,18-30
CRA 15 SUR CON CALLE 98,Motociclista,herido,Choque,M,38,1,2024-01-09,Tuesday,31-45
AV. CIRCUNVALAR CON CALLE 80,Conductor,herido,Choque,M,66,1,2024-01-10,Wednesday,60+
AV. CIRCUNVALAR CON CALLE 80,Pasajero,herido,Choque,F,68,1,2024-01-10,Wednesday,60+
CALLE 17 CON CRA 24,Acompa̱ante,herido,Choque,M,60,1,2024-01-10,Wednesday,46-60
CALLE 17 CON CRA 24,Ciclista,herido,Choque,M,46,1,2024-01-10,Wednesday,46-60
VIA 40 CON CALLE 69,Motociclista,herido,Choque,M,53,1,2024-01-10,Wednesday,46-60
CARRERA 41D CON CALLE 76,Pasajero,herido,Choque,F,38,1,2024-01-11,Thursday,31-45
CARRERA 30 CALLE 35,Motociclista,herido,Choque,M,47,1,2024-01-12,Friday,46-60
CARRERA 50 CALLE 48,Motociclista,herido,Choque,F,27,1,2024-01-12,Friday,18-30
CALLE 30 CARRERA 44 Y 45,Motociclista,herido,Choque,M,31,1,2024-01-13,Saturday,31-45
CALLE 31 CARRERA 21,Conductor,herido,Choque,M,46,1,2024-01-13,Saturday,46-60
CALLE 86 CARRERA 12 A,Motociclista,herido,Choque,M,19,1,2024-01-13,Saturday,18-30
CALLE 110 CON CARRERA 32,Peaton,herido,Atropello,F,48,1,2024-01-14,Sunday,46-60
CALLE 110 CON CARRERA 32,Peaton,herido,Atropello,M,13,1,2024-01-14,Sunday,<18
CALLE 110 CON CARRERA 32,Peaton,herido,Atropello,M,38,1,2024-01-14,Sunday,31-45
CALLE 117 CARRERA 42B,Motociclista,herido,Choque,M,31,1,2024-01-14,Sunday,31-45
CALLE 85 CARRERA 58,Conductor,herido,Choque,M,49,1,2024-01-14,Sunday,46-60
CRA 49C CON CALLE 82 - 70,Peaton,herido,Atropello,F,62,1,2024-01-15,Monday,60+
CALLE 47 CARRERA 38,Motociclista,herido,Choque,M,25,1,2024-01-15,Monday,18-30
CALLE 47 CARRERA 38,Motociclista,herido,Choque,M,28,1,2024-01-15,Monday,18-30
CARRERA 19 CALLE 24,Motociclista,herido,Choque,M,30,1,2024-01-15,Monday,18-30
CARRERA 8 CALLE 47,Motociclista,herido,Choque,M,35,1,2024-01-15,Monday,31-45
CALLE 110 CON CARRERA 13,Peaton,herido,Atropello,M,25,1,2024-01-16,Tuesday,18-30
VIA 40 CALLE 79,Peaton,herido,Atropello,M,51,1,2024-01-16,Tuesday,46-60
VIA 40 CALLE 79,Peaton,herido,Atropello,M,72,1,2024-01-16,Tuesday,60+
CALLE 75 CRA 48,Motociclista,herido,Choque,M,35,1,2024-01-16,Tuesday,31-45
CARRERA 54 #68-48,Motociclista,herido,Choque,M,21,1,2024-01-16,Tuesday,18-30
VIA 40 CON CARRERA 54,Pasajero,herido,Choque,F,51,1,2024-01-16,Tuesday,46-60
CARRERA 23B CALLE 39,Peaton,herido,Atropello,F,2,1,2024-01-17,Wednesday,<18
CALLE 110 ENTRE CRA 38 Y CRA 43,Acompa̱ante,herido,Choque,F,22,1,2024-01-17,Wednesday,18-30
CALLE 110 ENTRE CRA 38 Y CRA 43,Acompa̱ante,herido,Choque,F,31,1,2024-01-17,Wednesday,31-45
CALLE 110 ENTRE CRA 38 Y CRA 43,Acompa̱ante,herido,Choque,F,36,1,2024-01-17,Wednesday,31-45
CALLE 110 ENTRE CRA 38 Y CRA 43,Acompa̱ante,herido,Choque,F,63,1,2024-01-17,Wednesday,60+
CALLE 14 # 16 - 145 LA PLAYA,Motociclista,herido,Choque,M,19,1,2024-01-17,Wednesday,18-30
CALLE 47 # 19 - 47,Motociclista,herido,Choque,M,32,1,2024-01-17,Wednesday,31-45
CALLE 60 CRA 18,Motociclista,herido,Choque,M,63,1,2024-01-17,Wednesday,60+
CARRERA 8 CON CALLE 35,Acompa̱ante,herido,Choque,F,43,1,2024-01-17,Wednesday,31-45
CARRERA 8 CON CALLE 35,Motociclista,herido,Choque,M,56,1,2024-01-17,Wednesday,46-60
CALLE 48 ENTRE CARRERA 45 Y 46,Peaton,herido,Atropello,F,60,1,2024-01-19,Friday,46-60
CARRERA 35B #17-109,Peaton,herido,Atropello,M,4,1,2024-01-19,Friday,<18
CARRERA 38 CALLE 38,Peaton,herido,Atropello,M,27,1,2024-01-19,Friday,18-30
CALLE 30 CARRERA 43,Pasajero,herido,Caida Ocupante,M,58,1,2024-01-19,Friday,46-60
